reviewText,classification
"I put this in my Samsung Skyrocket phone.  Even though the phone says 32 GB  max, it still recognized and formatted the card.  Its great to have all of that space.However, any time i try to use the USB mass storage mode to transfer files, it errors out.  I thought it was the phone since it was larger than the max spec, but then I tried it in a USB card reader I had.  It still errored out trying the same files.  Finally, I had to put it in the adapter, and stick it in a card reader built into a laptop and transfer the files that way.I think the issue was that using the USB 2.0 the files were writing too fast and faulting out and with the laptop, transferring the files from the wireless network and then to the card, the transfer speed was slow enough that it was successful.  Took all night to get my stuff on the card though.I use it mostly for pics and video on my phone also, works great.  The phone seems to have no trouble accessing anything on the card and it seems  plenty fast for it even when recording high def video which i do a lot of for work.",3
"Like many here, mine failed and I lost my data (but being smart, I had a backup).  After further investigation, I found this product is NOT compatible with Android and a number of devices (cameras, phones, gps unit).  Windows seems to love it though.  Wish I had a windows device that could use 32G... my only one uses a whopping 100k at best.  What a Waste.UPDATE: Reformated is as FAT32 and works ok in my android devices and my Sony camera for about 3 months now.  Still, I keep a hot quick backup (OTA) every day to my desktop computer... I'll just say I'm not 100% confident in it yet.",3
Does it's job and fairly cheap for what it's worth. I had to return my first one and exchange it for another because the first one was defective. Sandisk really needs to do better quality assurance on their products. The second one works perfectly fine. I use it for my GoPro camera.,3
"im currently using it for my nokia lumia 810 and my camera, works very well and very fast! but expensiveEdit: I was really happy with the card until I had to record video on it. It seems that it doesnt write fast and my recordings end up being choppy and unwatchable. I was really disappointed in it, cuz I had to switch back to my phone's storage when recording video.",3
I bought this card for my Samsung Galaxy S3.  Unfortunately it failed after 4 months.  I contacted SanDisk and they promptly sent me another.  It has been going strong for 6 months.,3
"It works fine with my galaxy note 8.0... it is hard to review now for performance, but the price is good... I think.",3
"This product works as described.  It's just not super quick.  I would recommend this product, especially, if you get it on sale.",3
"Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",3
I get the occasional dropped frames when using it to record HD video in HD camera. Solid for the 1 couple of weeks. Time will tell.,3
I have not had any problems with this product and it works as it is supposed to so I would buy again.,3
not sure if it's the card or computer but it only shows up as 32 gig. i tried reformating it and everything and it still says 32gigs.,3
"First two order of this item were fails. They both failed around six months of use. However, Sandisk honored their warranty and completely replaced the items. Still using it, and pretty happy.",3
title pretty much covers it.bought it for my GoPro - with free 2 day delivery (with membership) and the price it was a no-brainer,3
"I bought this primarily to use in my Surface Pro. It would randomly dismount itself. I do not know if it was the Surface's fault or the card's fault. Upon doing a little internet searching, I found this to be a common problem with Sandisk cards and the Surface Pro. I used another brand microSDXC and it has worked fine.",3
"This is a great card. The FPS with this card were incredible. I ended up needing more memory, so I bought the SanDisk 64 GB card.",3
And you wouldn't believe what Sandisk put me through to get a warranty replacement.  However I finally got the replacement and it has been working fine ever since.,3
"Not bad, I doesnt feel any quicker than a normal 32GB card.  And you only get 27GB of storage. 20",3
I got a Samsung Galaxy Tab 7 2 and I got this to increase memory. I had hoped to transfer files from my MacBook but it will not recognize the memory card. I need to go to the Apple Genius bar to see if they can figure it out.,3
It works just like it should. It really does work like it should. I bought this thinking it would work and it does!,3
Received a defective one that did not want to format.  Returned it.  Bought a different brand instead although from past experience Sandisk has been fine.,3
